,Conference,Year,Title,Novelty,Domain,Note
236,IEEE International Conference on Robotics and Automation,2020,An Autonomous Intercept Drone with Image-based Visual Servo,,,
237,IEEE International Conference on Robotics and Automation,2020,On the Human Control of a Multiple Quadcopters with a Cable-suspended Payload System,,,
238,IEEE International Conference on Robotics and Automation,2020,A 3D Dataset: Towards Autonomous Driving in Challenging Environments,,,
239,IEEE International Conference on Robotics and Automation,2020,SegVoxelNet: Exploring Semantic Context and Depth-aware Features for 3D Vehicle Detection from Point Cloud,,,
240,IEEE International Conference on Robotics and Automation,2020,Fine-Grained Driving Behavior Prediction via Context-Aware Multi-Task Inverse Reinforcement Learning,,,
241,IEEE International Conference on Robotics and Automation,2020,How to Keep HD Maps for Automated Driving Up To Date,,,
242,IEEE International Conference on Robotics and Automation,2020,Binary DAD-Net: Binarized Driveable Area Detection Network for Autonomous Driving,,,
243,IEEE International Conference on Robotics and Automation,2020,UrbanLoco: A Full Sensor Suite Dataset for Mapping and Localization in Urban Scenes,,,
244,IEEE International Conference on Robotics and Automation,2020,Map As the Hidden Sensor: Fast Odometry-Based Global Localization,,,
245,IEEE International Conference on Robotics and Automation,2020,Joint Human Pose Estimation and Stereo 3D Localization,,,
246,IEEE International Conference on Robotics and Automation,2020,Self-Supervised Deep Pose Corrections for Robust Visual Odometry,,,
247,IEEE International Conference on Robotics and Automation,2020,Ultra-High-Accuracy Visual Marker for Indoor Precise Positioning,,,
248,IEEE International Conference on Robotics and Automation,2020,Accurate position tracking with a single UWB anchor,,,
249,IEEE International Conference on Robotics and Automation,2020,Preference-Based Learning for Exoskeleton Gait Optimization,,,
250,IEEE International Conference on Robotics and Automation,2020,Adaptive Neural Trajectory Tracking Control for Flexible-Joint Robots with Online Learning,,,
251,IEEE International Conference on Robotics and Automation,2020,BiCF: Learning Bidirectional Incongruity-Aware Correlation Filter for Efficient UAV Object Tracking,,,
252,IEEE International Conference on Robotics and Automation,2020,Adaptive Unknown Object Rearrangement Using Low-Cost Tabletop Robot,,,
253,IEEE International Conference on Robotics and Automation,2020,Unsupervised Learning and Exploration of Reachable Outcome Space,,,
254,IEEE International Conference on Robotics and Automation,2020,Context-aware Cost Shaping to Reduce the Impact of Model Error in Receding Horizon Control,,,
255,IEEE International Conference on Robotics and Automation,2020,Aortic 3D Deformation Reconstruction using 2D X-ray Fluoroscopy and 3D Pre-operative Data for Endovascular Interventions,,,
256,IEEE International Conference on Robotics and Automation,2020,Design and Kinematic Modeling of a Novel Steerable Needle for Image-Guided Insertion,,,
257,IEEE International Conference on Robotics and Automation,2020,Robotic needle insertion in moving soft tissues using constraint-based inverse Finite Element simulation,,,
258,IEEE International Conference on Robotics and Automation,2020,Collaborative Robot-Assisted Endovascular Catheterization with Generative Adversarial Imitation Learning,,,
259,IEEE International Conference on Robotics and Automation,2020,GA3C Reinforcement Learning for Surgical Steerable Catheter Path Planning,,,
260,IEEE International Conference on Robotics and Automation,2020,MPC-based Controller with Terrain Insight for Dynamic Legged Locomotion,,,
261,IEEE International Conference on Robotics and Automation,2020,An Adaptive Supervisory Control Approach to Dynamic Locomotion Under Parametric Uncertainty,,,
262,IEEE International Conference on Robotics and Automation,2020,Joint Space Position/Torque Hybrid Control of the Quadruped Robot for Locomotion and Push Reaction,,,
263,IEEE International Conference on Robotics and Automation,2020,Improved Performance on Moving-Mass Hopping Robots with Parallel Elasticity,,,
264,IEEE International Conference on Robotics and Automation,2020,Vision Aided Dynamic Exploration of Unstructured Terrain with a Small-Scale Quadruped Robot,,,
265,IEEE International Conference on Robotics and Automation,2020,Distributed Attack-Robust Submodular Maximization for Multi-Robot Planning,,,
266,IEEE International Conference on Robotics and Automation,2020,Multirobot Patrolling Against Adaptive Opponents with Limited Information,,,
267,IEEE International Conference on Robotics and Automation,2020,"Distributed Optimization of Nonlinear, Non-Gaussian, Communication-Aware Information using Particle Methods",,,
268,IEEE International Conference on Robotics and Automation,2020,"Targeted Drug Delivery: Algorithmic Methods for Collecting a Swarm of Particles with Uniform, External Forces",,,
269,IEEE International Conference on Robotics and Automation,2020,Enhancing Bilevel Optimization for UAV Time-Optimal Trajectory using a Duality Gap Approach,,,
270,IEEE International Conference on Robotics and Automation,2020,Constrained Sampling-based Trajectory Optimization using Stochastic Approximation,,,
271,IEEE International Conference on Robotics and Automation,2020,Learning Control Policies from Optimal Trajectories,,,
272,IEEE International Conference on Robotics and Automation,2020,Crocoddyl: An Efficient and Versatile Framework for Multi-Contact Optimal Control,,,
273,IEEE International Conference on Robotics and Automation,2020,Grasp for Stacking via Deep Reinforcement Learning,,,
274,IEEE International Conference on Robotics and Automation,2020,CAGE: Context-Aware Grasping Engine,,,
275,IEEE International Conference on Robotics and Automation,2020,Super-Pixel Sampler: a Data-driven Approach for Depth Sampling and Reconstruction,,,
276,IEEE International Conference on Robotics and Automation,2020,"Physics-based Simulation of Continuous-Wave LIDAR for Localization, Calibration and Tracking",,,
277,IEEE International Conference on Robotics and Automation,2020,A Spatial-temporal Multiplexing Method for Dense 3D Surface Reconstruction of Moving Objects,,,
278,IEEE International Conference on Robotics and Automation,2020,PhaRaO: Direct Radar Odometry using Phase Correlation,,,
279,IEEE International Conference on Robotics and Automation,2020,DeepTemporalSeg: Temporally Consistent Semantic Segmentation of 3D LiDAR Scans,,,
280,IEEE International Conference on Robotics and Automation,2020,Discrete Bimanual Manipulation for Wrench Balancing,,,
281,IEEE International Conference on Robotics and Automation,2020,NeuroTac: A Neuromorphic Optical Tactile Sensor applied to Texture Recognition,,,
282,IEEE International Conference on Robotics and Automation,2020,Reducing Uncertainty in Pose Estimation under Complex Contacts via Force Forecast,,,
283,IEEE International Conference on Robotics and Automation,2020,Comparison of Constrained and Unconstrained Human Grasp Forces Using Fingernail Imaging and Visual Servoing,,,
284,IEEE International Conference on Robotics and Automation,2020,Robust and Efficient Estimation of Absolute Camera Pose for Monocular Visual Odometry,,,
285,IEEE International Conference on Robotics and Automation,2020,Robust Vision-based Obstacle Avoidance for Micro Aerial Vehicles in Dynamic Environments,,,
286,IEEE International Conference on Robotics and Automation,2020,Proximity Estimation Using Vision Features Computed On Sensor,,,
287,IEEE International Conference on Robotics and Automation,2020,Efficient Globally-Optimal Correspondence-Less Visual Odometry for Planar Ground Vehicles,,,
288,IEEE International Conference on Robotics and Automation,2020,"egoTEB: Egocentric, Perception Space Navigation Using Timed-Elastic-Bands",,,
289,IEEE International Conference on Robotics and Automation,2020,Self-Supervised Sim-to-Real Adaptation for Visual Robotic Manipulation,,,
290,IEEE International Conference on Robotics and Automation,2020,Meta Reinforcement Learning for Sim-to-real Domain Adaptation,,,
291,IEEE International Conference on Robotics and Automation,2020,Variational Auto-Regularized Alignment for Sim-to-Real Control,,,
292,IEEE International Conference on Robotics and Automation,2020,Experience Selection Using Dynamics Similarity for Efficient Multi-Source Transfer Learning Between Robots,,,
293,IEEE International Conference on Robotics and Automation,2020,DeepRacer: Autonomous Racing Platform for Experimentation with Sim2Real Reinforcement Learning,,,
294,IEEE International Conference on Robotics and Automation,2020,A closed-loop and ergonomic control for prosthetic wrist rotation,,,
295,IEEE International Conference on Robotics and Automation,2020,Comparison of online algorithms for the tracking of multiple magnetic targets in a myokinetic control interface,,,
296,IEEE International Conference on Robotics and Automation,2020,Congestion-aware Evacuation Routing using Augmented Reality Devices,,,
297,IEEE International Conference on Robotics and Automation,2020,Human-robot interaction for robotic manipulator programming in Mixed Reality,,,
298,IEEE International Conference on Robotics and Automation,2020,Heart Rate Sensing with a Robot Mounted mmWave Radar,,,
299,IEEE International Conference on Robotics and Automation,2020,Prediction of Gait Cycle Percentage Using Instrumented Shoes with Artificial Neural Networks,,,
300,IEEE International Conference on Robotics and Automation,2020,Flow Compensation for Hydraulic Direct-Drive System with a Single-rod Cylinder Applied to Biped Humanoid Robot,,,
301,IEEE International Conference on Robotics and Automation,2020,Mechanically Programmed Miniature Origami Grippers,,,
302,IEEE International Conference on Robotics and Automation,2020,Bio-inspired Tensegrity Fish Robot,,,
303,IEEE International Conference on Robotics and Automation,2020,Gaussian-Dirichlet Random Fields for Inference over High Dimensional Categorical Observations,,,
304,IEEE International Conference on Robotics and Automation,2020,Investigation of a Multistable Tensegrity Robot applied as Tilting Locomotion System,,,
305,IEEE International Conference on Robotics and Automation,2020,A Novel Articulated Soft Robot Capable of Variable Stiffness through Bistable Structure,,,
306,IEEE International Conference on Robotics and Automation,2020,Modeling and Experiments on the Swallowing and Disgorging Characteristics of an Underwater Continuum Manipulator,,,
307,IEEE International Conference on Robotics and Automation,2020,Salamanderbot: A soft-rigid composite continuum mobile robot to traverse complex environments,,,
308,IEEE International Conference on Robotics and Automation,2020,Flexure Hinge-based Biomimetic Thumb with a Rolling-Surface Metacarpal Joint,,,
309,IEEE International Conference on Robotics and Automation,2020,Ibex: A reconfigurable ground vehicle with adaptive terrain navigation capability,,,
310,IEEE International Conference on Robotics and Automation,2020,Day and Night Collaborative Dynamic Mapping in Unstructured Environment Based on Multimodal Sensors,,,
311,IEEE International Conference on Robotics and Automation,2020,Generating Locomotion with Effective Wheel Radius Manipulation,,,
312,IEEE International Conference on Robotics and Automation,2020,A GNC Architecture for Planetary Rovers with Autonomous Navigation,,,
313,IEEE International Conference on Robotics and Automation,2020,Learning Face Recognition Unsupervisedly by Disentanglement and Self-Augmentation,,,
314,IEEE International Conference on Robotics and Automation,2020,PARC: A Plan and Activity Recognition Component for Assistive Robots,,,
315,IEEE International Conference on Robotics and Automation,2020,Image-Based Place Recognition on Bucolic Environment Across Seasons From Semantic Edge Description,,,
316,IEEE International Conference on Robotics and Automation,2020,A Multilayer-Multimodal Fusion Architecture for Pattern Recognition of Natural Manipulations in Percutaneous Coronary Interventions,,,
317,IEEE International Conference on Robotics and Automation,2020,Real-Time Graph-Based SLAM with Occupancy Normal Distributions Transforms,,,
318,IEEE International Conference on Robotics and Automation,2020,Spatio-Temporal Non-Rigid Registration of 3D Point Clouds of Plants,,,
319,IEEE International Conference on Robotics and Automation,2020,Uncertainty-Based Adaptive Sensor Fusion for Visual-Inertial Odometry under Various Motion Characteristics,,,
320,IEEE International Conference on Robotics and Automation,2020,"Loam livox: A fast, robust, high-precision LiDAR odometry and mapping package for LiDARs of small FoV",,,
321,IEEE International Conference on Robotics and Automation,2020,Active SLAM using 3D Submap Saliency for Underwater Volumetric Exploration,,,
322,IEEE International Conference on Robotics and Automation,2020,Are We Ready for Service Robots? The OpenLORIS-Scene Datasets for Lifelong SLAM,,,
323,IEEE International Conference on Robotics and Automation,2020,"RoNIN: Robust Neural Inertial Navigation in the Wild: Benchmark, Evaluations, & New Methods",,,
324,IEEE International Conference on Robotics and Automation,2020,Segmenting 2K-Videos at 36.5 FPS with 24.3 GFLOPs: Accurate and Lightweight Realtime Semantic Segmentation Network,,,
325,IEEE International Conference on Robotics and Automation,2020,Temporally Consistent Horizon Lines,,,
326,IEEE International Conference on Robotics and Automation,2020,Full-Scale Continuous Synthetic Sonar Data Generation with Markov Conditional Generative Adversarial Networks,,,
327,IEEE International Conference on Robotics and Automation,2020,Adaptively Informed Trees (AIT): Fast Asymptotically Optimal Path Planning through Adaptive Heuristics,,,
328,IEEE International Conference on Robotics and Automation,2020,Informing Multi-Modal Planning with Synergistic Discrete Leads,,,
329,IEEE International Conference on Robotics and Automation,2020,Hierarchical Coverage Path Planning in Complex 3D Environments,,,
330,IEEE International Conference on Robotics and Automation,2020,Perception-aware time optimal path parameterization for quadrotors,,,
331,IEEE International Conference on Robotics and Automation,2020,Generating Visibility-Aware Trajectories for Cooperative and Proactive Motion Planning,,,
332,IEEE International Conference on Robotics and Automation,2020,An obstacle-interaction planning method for navigation of actuated vine robots,,,
333,IEEE International Conference on Robotics and Automation,2020,Distributed Consensus Control of Multiple UAVs in a Constrained Environment,,,
334,IEEE International Conference on Robotics and Automation,2020,Neural-Swarm: Decentralized Close-Proximity Multirotor Control Using Learned Interactions,,,
335,IEEE International Conference on Robotics and Automation,2020,Line Coverage with Multiple Robots,,,
336,IEEE International Conference on Robotics and Automation,2020,Visual Coverage Maintenance for Quadcopters Using Nonsmooth Barrier Functions,,,
337,IEEE International Conference on Robotics and Automation,2020,Goal-Directed Occupancy Prediction for Lane-Following Actors,,,
338,IEEE International Conference on Robotics and Automation,2020,Intent-Aware Pedestrian Prediction for Adaptive Crowd Navigation,,,
339,IEEE International Conference on Robotics and Automation,2020,Brno Urban Dataset - The New Data for Self-Driving Agents and Mapping Tasks,,,
340,IEEE International Conference on Robotics and Automation,2020,Efficient Uncertainty-aware Decision-making for Automated Driving Using Guided Branching,,,
341,IEEE International Conference on Robotics and Automation,2020,Imitative Reinforcement Learning Fusing Vision and Pure Pursuit for Self-driving,,,
342,IEEE International Conference on Robotics and Automation,2020,Adversarial Appearance Learning in Augmented Cityscapes for Pedestrian Recognition in Autonomous Driving,,,
343,IEEE International Conference on Robotics and Automation,2020,ROI-cloud: A Key Region Extraction Method for LiDAR Odometry and Localization,,,
344,IEEE International Conference on Robotics and Automation,2020,To Learn or Not to Learn: Visual Localization from Essential Matrices,,,
345,IEEE International Conference on Robotics and Automation,2020,Hierarchical Multi-Process Fusion for Visual Place Recognition,,,
346,IEEE International Conference on Robotics and Automation,2020,Camera Tracking in Lighting Adaptable Maps of Indoor Environments,,,
347,IEEE International Conference on Robotics and Automation,2020,"Fast, Compact and Highly Scalable Visual Place Recognition through Sequence-based Matching of Overloaded Representations",,,
348,IEEE International Conference on Robotics and Automation,2020,Vision-based Multi-MAV Localization with Anonymous Relative Measurements Using Coupled Probabilistic Data Association Filter,,,
349,IEEE International Conference on Robotics and Automation,2020,MANGA: Method Agnostic Neural-policy Generalization and Adaptation,,,
350,IEEE International Conference on Robotics and Automation,2020,Fast Adaptation of Deep Reinforcement Learning-Based Navigation Skills to Human Preference,,,
351,IEEE International Conference on Robotics and Automation,2020,Variational Inference with Mixture Model Approximation for Applications in Robotics,,,
352,IEEE International Conference on Robotics and Automation,2020,Injection of a Fluorescent Microsensor into a Specific Cell by Laser Manipulation and Heating with Multiple Wavelengths of Light,,,
353,IEEE International Conference on Robotics and Automation,2020,Passive Quadrupedal Gait Synchronization for Extra Robotic Legs Using a Dynamically Coupled Double Rimless Wheel Model,,,
354,IEEE International Conference on Robotics and Automation,2020,Optimal Fast Entrainment Waveform for Indirectly Controlled Limit Cycle Walker Against External Disturbances,,,
355,IEEE International Conference on Robotics and Automation,2020,Correspondence Identification in Collaborative Robot Perception through Maximin Hypergraph Matching,,,
356,IEEE International Conference on Robotics and Automation,2020,Distributed Multi-Target Tracking for Autonomous Vehicle Fleets,,,
357,IEEE International Conference on Robotics and Automation,2020,Flying batteries: In-flight battery switching to increase multirotor flight time,,,
358,IEEE International Conference on Robotics and Automation,2020,Optimal Control of an Energy-Recycling Actuator for Mobile Robotics Applications,,,
359,IEEE International Conference on Robotics and Automation,2020,An NMPC Approach using Convex Inner Approximations for Online Motion Planning with Guaranteed Collision Avoidance,,,
360,IEEE International Conference on Robotics and Automation,2020,Action Image Representation: Learning Scalable Deep Grasping Policies with Zero Real World Data,,,
361,IEEE International Conference on Robotics and Automation,2020,High Accuracy and Efficiency Grasp Pose Detection Scheme with Dense Predictions,,,
362,IEEE International Conference on Robotics and Automation,2020,Transferable Active Grasping and Real Embodied Dataset,,,
363,IEEE International Conference on Robotics and Automation,2020,PointNet++ Grasping: Learning An End-to-end Spatial Grasp Generation Algorithm from Sparse Point Clouds,,,
364,IEEE International Conference on Robotics and Automation,2020,Clear Grasp: 3D Shape Estimation of Transparent Objects for Manipulation,,,
365,IEEE International Conference on Robotics and Automation,2020,6D Object Pose Regression via Supervised Learning on Point Clouds,,,
366,IEEE International Conference on Robotics and Automation,2020,YCB-M: A Multi-Camera RGB-D Dataset for Object Recognition and 6DoF Pose Estimation,,,
367,IEEE International Conference on Robotics and Automation,2020,Self-supervised 6D Object Pose Estimation for Robot Manipulation,,,
368,IEEE International Conference on Robotics and Automation,2020,Low-cost GelSight with UV Markings: Feature Extraction of Objects Using AlexNet and Optical Flow without 3D Image Reconstruction,,,
369,IEEE International Conference on Robotics and Automation,2020,Evaluation of Non-collocated Force Feedback Driven by Signal-independent Noise,,,
370,IEEE International Conference on Robotics and Automation,2020,Tactile sensing based on fingertip suction flow for submerged dexterous manipulation,,,
371,IEEE International Conference on Robotics and Automation,2020,Highly Robust Visual Place Recognition Through Spatial Matching of CNN Features,,,
372,IEEE International Conference on Robotics and Automation,2020,Online Trajectory Planning Through Combined Trajectory Optimization and Function Approximation: Application to the Exoskeleton Atalante,,,
373,IEEE International Conference on Robotics and Automation,2020,"Act, Perceive, and Plan in Belief Space for Robot Localization",,,
374,IEEE International Conference on Robotics and Automation,2020,Decentralized Task Allocation in Multi-Agent Systems Using a Decentralized Genetic Algorithm,,,
375,IEEE International Conference on Robotics and Automation,2020,Fast and resilient manipulation planning for target retrieval in clutter,,,
376,IEEE International Conference on Robotics and Automation,2020,Untethered Soft Millirobot with Magnetic Actuation,,,
377,IEEE International Conference on Robotics and Automation,2020,Accelerated Robot Learning via Human Brain Signals,,,
378,IEEE International Conference on Robotics and Automation,2020,Muscle and Brain Activations in Cylindrical Rotary Controller Manipulation with Index Finger and Thumb,,,
379,IEEE International Conference on Robotics and Automation,2020,Real-Time Robot Reach-To-Grasp Movements Control Via EOG and EMG Signals Decoding,,,
380,IEEE International Conference on Robotics and Automation,2020,Simultaneous Estimations of Joint Angle and Torque in Interactions with Environments using EMG,,,
381,IEEE International Conference on Robotics and Automation,2020,High-Density Electromyography Based Control of Robotic Devices: On the Execution of Dexterous Manipulation Tasks,,,
382,IEEE International Conference on Robotics and Automation,2020,Perception-Action Coupling in Usage of Telepresence Cameras,,,
383,IEEE International Conference on Robotics and Automation,2020,A technical framework for human-like motion generation with autonomous anthropomorphic redundant manipulators,,,
384,IEEE International Conference on Robotics and Automation,2020,Real-Time Adaptive Assembly Scheduling in Human-Multi-Robot Collaboration According to Human Capability,,,
385,IEEE International Conference on Robotics and Automation,2020,Microscope-Guided Autonomous Clear Corneal Incision,,,
386,IEEE International Conference on Robotics and Automation,2020,Asynchronous and decoupled control of the position and the stiffness of a spatial RCM tensegrity mechanism for needle manipulation,,,
387,IEEE International Conference on Robotics and Automation,2020,"Redundancy Resolution Integrated Model Predictive Control of CDPRs: Concept, Implementation and Experiments",,,
388,IEEE International Conference on Robotics and Automation,2020,Mechanics for Tendon Actuated Multisection Continuum Arms,,,
389,IEEE International Conference on Robotics and Automation,2020,Trajectory Optimization for a Six-DOF Cable-Suspended Parallel Robot with Dynamic Motions Beyond the Static Workspace,,,
390,IEEE International Conference on Robotics and Automation,2020,An Intelligent Spraying System with Deep Learning-based Semantic Segmentation of Fruit Trees in Orchards,,,
391,IEEE International Conference on Robotics and Automation,2020,An Efficient Planning and Control Framework for Pruning Fruit Trees,,,
392,IEEE International Conference on Robotics and Automation,2020,Context Dependant Iterative Parameter Optimisation for Robust Robot Navigation,,,
393,IEEE International Conference on Robotics and Automation,2020,Extending Riemmanian Motion Policies to a Class of Underactuated Wheeled-Inverted-Pendulum Robots,,,
394,IEEE International Conference on Robotics and Automation,2020,Augmenting Self-Stability: Height Control of a Bernoulli Ball via Bang-Bang Control,,,
395,IEEE International Conference on Robotics and Automation,2020,Singularity-Free Inverse Dynamics for Underactuated Systems with a Rotating Mass,,,
396,IEEE International Conference on Robotics and Automation,2020,Robust capture of unknown objects with a highly under-actuated gripper,,,
397,IEEE International Conference on Robotics and Automation,2020,SUMMIT: A Simulator for Urban Driving in Massive Mixed Traffic,,,
398,IEEE International Conference on Robotics and Automation,2020,A Model-Based Reinforcement Learning and Correction Framework for Process Control of Robotic Wire Arc Additive Manufacturing,,,
399,IEEE International Conference on Robotics and Automation,2020,Toward Optimal FDM Toolpath Planning with Monte Carlo Tree Search,,,
400,IEEE International Conference on Robotics and Automation,2020,Optimizing performance in automation through modular robots,,,
401,IEEE International Conference on Robotics and Automation,2020,Towards Practical Multi-Object Manipulation using Relational Reinforcement Learning,,,
402,IEEE International Conference on Robotics and Automation,2020,SwarmMesh: A Distributed Data Structure for Cooperative Multi-Robot Applications,,,
403,IEEE International Conference on Robotics and Automation,2020,Avalanche victim search via robust observers,,,
404,IEEE International Conference on Robotics and Automation,2020,Reactive Control and Metric-Topological Planning for Exploration,,,
405,IEEE International Conference on Robotics and Automation,2020,Information Theoretic Active Exploration in Signed Distance Fields,,,
406,IEEE International Conference on Robotics and Automation,2020,Bayesian Learning-Based Adaptive Control for Safety Critical Systems,,,
407,IEEE International Conference on Robotics and Automation,2020,Online LiDAR-SLAM for Legged Robots with Robust Registration and Deep-Learned Loop Closure,,,
408,IEEE International Conference on Robotics and Automation,2020,Voxel Map for Visual SLAM,,,
409,IEEE International Conference on Robotics and Automation,2020,Adversarial Skill Networks: Unsupervised Robot Skill Learning from Video,,,
410,IEEE International Conference on Robotics and Automation,2020,Event-Based Angular Velocity Regression with Spiking Networks,,,
411,IEEE International Conference on Robotics and Automation,2020,Visual Odometry Revisited: What Should Be Learnt?,,,
412,IEEE International Conference on Robotics and Automation,2020,3D Scene Geometry-Aware Constraint for Camera Localization with Deep Learning,,,
413,IEEE International Conference on Robotics and Automation,2020,ACDER: Augmented Curiosity-Driven Experience Replay,,,
414,IEEE International Conference on Robotics and Automation,2020,TrueRMA: Learning Fast and Smooth Robot Trajectories with Recursive Midpoint Adaptations in Cartesian Space,,,
415,IEEE International Conference on Robotics and Automation,2020,Fog Robotics Algorithms for Distributed Motion Planning Using Lambda Serverless Computing,,,
416,IEEE International Conference on Robotics and Automation,2020,Exploration of 3D terrains using potential fields with elevation-based local distortions,,,
417,IEEE International Conference on Robotics and Automation,2020,R3T: Rapidly-exploring Random Reachable Set Tree for Optimal Kinodynamic Planning of Nonlinear Hybrid Systems,,,
418,IEEE International Conference on Robotics and Automation,2020,DeepSemanticHPPC: Hypothesis-based Planning over Uncertain Semantic Point Clouds,,,
419,IEEE International Conference on Robotics and Automation,2020,Balancing Actuation and Computing Energy in Motion Planning,,,
420,IEEE International Conference on Robotics and Automation,2020,Posterior Sampling for Anytime Motion Planning on Graphs with Expensive-to-Evaluate Edges,,,
421,IEEE International Conference on Robotics and Automation,2020,Upset Recovery Control for Quadrotors Subjected to a Complete Rotor Failure from Large Initial Disturbances,,,
422,IEEE International Conference on Robotics and Automation,2020,Identification and evaluation of a force model for multirotor UAVs,,,
423,IEEE International Conference on Robotics and Automation,2020,Preliminary Study of an Aerial Manipulator with Elastic Suspension,,,
424,IEEE International Conference on Robotics and Automation,2020,Towards Low-Latency High-Bandwidth Control of Quadrotors using Event Cameras,,,
425,IEEE International Conference on Robotics and Automation,2020,Perception-constrained and Motor-level Nonlinear MPC for both Underactuated and Tilted-propeller UAVS,,,
426,IEEE International Conference on Robotics and Automation,2020,Coordinate-Free Dynamics and Differential Flatness of a Class of 6DOF Aerial Manipulators,,,
427,IEEE International Conference on Robotics and Automation,2020,CMTS: A Conditional Multiple Trajectory Synthesizer for Generating Safety-Critical Driving Scenarios,,,
428,IEEE International Conference on Robotics and Automation,2020,LiDAR Inertial Odometry Aided Robust LiDAR Localization System in Changing City Scenes,,,
429,IEEE International Conference on Robotics and Automation,2020,Dynamic Interaction-Aware Scene Understanding for Reinforcement Learning in Autonomous Driving,,,
430,IEEE International Conference on Robotics and Automation,2020,Interacting Vehicle Trajectory Prediction with Convolutional Recurrent Neural Networks,,,
431,IEEE International Conference on Robotics and Automation,2020,Navigation Command Matching for Vision-based Autonomous Driving,,,
432,IEEE International Conference on Robotics and Automation,2020,GraphRQI: Classifying Driver Behaviors Using Graph Spectrums,,,
433,IEEE International Conference on Robotics and Automation,2020,Kidnapped Radar: Topological Radar Localisation using Rotationally-Invariant Metric Learning,,,
434,IEEE International Conference on Robotics and Automation,2020,Global visual localization in LiDAR-maps through shared 2D-3D embedding space,,,
435,IEEE International Conference on Robotics and Automation,2020,Unsupervised Learning Methods for Visual Place Recognition in Discretely and Continuously Changing Environments,,,
436,IEEE International Conference on Robotics and Automation,2020,LOL: Lidar-only Odometry and Localization in 3D point cloud maps,,,
437,IEEE International Conference on Robotics and Automation,2020,Localising Faster: Efficient and precise lidar-based robot localisation in large-scale environments,,,
438,IEEE International Conference on Robotics and Automation,2020,Set-membership state estimation by solving data association,,,
439,IEEE International Conference on Robotics and Automation,2020,A Linearly Constrained Nonparametric Framework for Imitation Learning,,,
440,IEEE International Conference on Robotics and Automation,2020,An Energy-based Approach to Ensure the Stability of Learned Dynamical Systems,,,
441,IEEE International Conference on Robotics and Automation,2020,IRIS: Implicit Reinforcement without Interaction at Scale for Learning Control from Offline Robot Manipulation Data,,,
442,IEEE International Conference on Robotics and Automation,2020,Geometry-aware Dynamic Movement Primitives,,,
443,IEEE International Conference on Robotics and Automation,2020,Learning a Pile Loading Controller from Demonstrations,,,
444,IEEE International Conference on Robotics and Automation,2020,Learning Navigation Costs from Demonstration in Partially Observable Environments,,,
445,IEEE International Conference on Robotics and Automation,2020,Towards Bimanual Vein Cannulation: Preliminary Study of a Bimanual Robotic System With a Dual Force Constraint Controller,,,
446,IEEE International Conference on Robotics and Automation,2020,Evaluation of a combined grip of pinch and power grips in manipulating a master manipulator,,,
447,IEEE International Conference on Robotics and Automation,2020,Contact Stability Analysis of Magnetically-Actuated Robotic Catheter Under Surface Motion,,,
448,IEEE International Conference on Robotics and Automation,2020,Fast and accurate intracorporeal targeting through an anatomical orifice exhibiting unknown behavior,,,
449,IEEE International Conference on Robotics and Automation,2020,Robotic Swarm Control for Precise and On-Demand Embolization,,,
450,IEEE International Conference on Robotics and Automation,2020,Bilateral Teleoperation Control of a Redundant Manipulator with an RCM Kinematic Constraint,,,
451,IEEE International Conference on Robotics and Automation,2020,From Bipedal Walking to Quadrupedal Locomotion: Full-Body Dynamics Decomposition for Rapid Gait Generation,,,
452,IEEE International Conference on Robotics and Automation,2020,Posture Control for a Low-Cost Commercially-Available Hexapod Robot,,,
453,IEEE International Conference on Robotics and Automation,2020,Collaborative Multi-Robot Localization in Natural Terrain,,,
454,IEEE International Conference on Robotics and Automation,2020,Multi-Robot Control Using Coverage Over Time-Varying Non-Convex Domains,,,
455,IEEE International Conference on Robotics and Automation,2020,Efficient Large-Scale Multi-Drone Delivery Using Transit Networks,,,
456,IEEE International Conference on Robotics and Automation,2020,Resilience in multi-robot target tracking through reconfiguration,,,
457,IEEE International Conference on Robotics and Automation,2020,Teleoperation of Multi-Robot Systems to Relax Topological Constraints,,,
458,IEEE International Conference on Robotics and Automation,2020,Eciton robotica: Design and Algorithms for an Adaptive Self-Assembling Soft Robot Collective,,,
459,IEEE International Conference on Robotics and Automation,2020,Stable Tool-Use with Flexible Musculoskeletal Hands by Learning the Predictive Model of Sensor State Transition,,,
460,IEEE International Conference on Robotics and Automation,2020,Learning to Transfer Dynamic Models of Underactuated Soft Robotic Hands,,,
461,IEEE International Conference on Robotics and Automation,2020,Periodic movement learning in a soft-robotic arm,,,
462,IEEE International Conference on Robotics and Automation,2020,Mechanism and Model of a Soft Robot for Head Stabilization in Cancer Radiation Therapy,,,
463,IEEE International Conference on Robotics and Automation,2020,Learning Precise 3D Manipulation from Multiple Uncalibrated Cameras,,,
464,IEEE International Conference on Robotics and Automation,2020,Surfing on an uncertain edge: Precision cutting of soft tissue using torque-based medium classification,,,
465,IEEE International Conference on Robotics and Automation,2020,Dynamic Cloth Manipulation with Deep Reinforcement Learning,,,
466,IEEE International Conference on Robotics and Automation,2020,Learning to combine primitive skills: A step towards versatile robotic manipulation §,,,
467,IEEE International Conference on Robotics and Automation,2020,Learning Affordance Space in Physical World for Vision-based Robotic Object Manipulation,,,
468,IEEE International Conference on Robotics and Automation,2020,Observability Analysis of Flight State Estimation for UAVs and Experimental Validation,,,
