,Conference,Year,Title,Novelty,Domain,Note
327,IEEE International Conference on Robotics and Automation,2021,SoftMP: Attentive feature pooling for joint local feature detection and description for place recognition in changing environments,,,
328,IEEE International Conference on Robotics and Automation,2021,Beyond ANN: Exploiting Structural Knowledge for Efficient Place Recognition,,,
329,IEEE International Conference on Robotics and Automation,2021,Simultaneous Multi-Level Descriptor Learning and Semantic Segmentation for Domain-Specific Relocalization,,,
330,IEEE International Conference on Robotics and Automation,2021,RADIATE: A Radar Dataset for Automotive Perception in Bad Weather,,,
331,IEEE International Conference on Robotics and Automation,2021,Poisson Surface Reconstruction for LiDAR Odometry and Mapping,,,
332,IEEE International Conference on Robotics and Automation,2021,Lidar-Monocular Surface Reconstruction Using Line Segments,,,
333,IEEE International Conference on Robotics and Automation,2021,Balancing on a Springy Leg,,,
334,IEEE International Conference on Robotics and Automation,2021,Gyrubot: nonanthropomorphic stabilization for a biped,,,
335,IEEE International Conference on Robotics and Automation,2021,A novel method for computing the 3D friction cone using complimentary constraints,,,
336,IEEE International Conference on Robotics and Automation,2021,Learning Behavior Trees with Genetic Programming in Unpredictable Environments,,,
337,IEEE International Conference on Robotics and Automation,2021,Learning Efficient Constraint Graph Sampling for Robotic Sequential Manipulation,,,
338,IEEE International Conference on Robotics and Automation,2021,Coarse-to-Fine Imitation Learning: Robot Manipulation from a Single Demonstration,,,
339,IEEE International Conference on Robotics and Automation,2021,Predicting Disparity Distributions,,,
340,IEEE International Conference on Robotics and Automation,2021,Scoring Graspability based on Grasp Regression for Better Grasp Prediction,,,
341,IEEE International Conference on Robotics and Automation,2021,MonoSOD: Monocular Salient Object Detection based on Predicted Depth,,,
342,IEEE International Conference on Robotics and Automation,2021,Fast Footstep Planning with Aborting A,,,
343,IEEE International Conference on Robotics and Automation,2021,Exploiting visual servoing and centroidal momentum for whole-body motion control of humanoid robots in absence of contacts and gravity,,,
344,IEEE International Conference on Robotics and Automation,2021,Virtual Adversarial Humans finding Hazards in Robot Workplaces,,,
345,IEEE International Conference on Robotics and Automation,2021,Crowd against the machine: A simulation-based benchmark tool to evaluate and compare robot capabilities to navigate a human crowd,,,
346,IEEE International Conference on Robotics and Automation,2021,A Unified Perception Benchmark for Capacitive Proximity Sensing Towards Safe Human-Robot Collaboration (HRC),,,
347,IEEE International Conference on Robotics and Automation,2021,Learning Human-like Hand Reaching for Human-Robot Handshaking,,,
348,IEEE International Conference on Robotics and Automation,2021,Simultaneous haptic guidance and learning of task parameters during robotic teleoperation ??a geometrical approach,,,
349,IEEE International Conference on Robotics and Automation,2021,Human-Like Artificial Skin Sensor for Physical Human-Robot Interaction,,,
350,IEEE International Conference on Robotics and Automation,2021,A Reversible Dynamic Movement Primitive formulation,,,
351,IEEE International Conference on Robotics and Automation,2021,Towards efficient human-robot cooperation for socially-aware robot navigation in human-populated environments: the SNAPE framework,,,
352,IEEE International Conference on Robotics and Automation,2021,Analysis of Open-Loop Grasping From Piles,,,
353,IEEE International Conference on Robotics and Automation,2021,Human Initiated Grasp Space Exploration Algorithm for an Underactuated Robot Gripper Using Variational Autoencoder,,,
354,IEEE International Conference on Robotics and Automation,2021,An Underactuated Gripper based on Car Differentials for Self-Adaptive Grasping with Passive Disturbance Rejection,,,
355,IEEE International Conference on Robotics and Automation,2021,Data-driven sea state estimation for vessels using multi-domain features from motion responses,,,
356,IEEE International Conference on Robotics and Automation,2021,A Fault Tolerant Control Architecture Based on Fault Trees for an Underwater Robot Executing Transect Missions,,,
357,IEEE International Conference on Robotics and Automation,2021,Robust Underwater Visual SLAM Fusing Acoustic Sensing,,,
358,IEEE International Conference on Robotics and Automation,2021,Real-time Friction Estimation for Grip Force Control,,,
359,IEEE International Conference on Robotics and Automation,2021,Uncertainty-aware deep learning for robot touch: Application to Bayesian tactile servo control,,,
360,IEEE International Conference on Robotics and Automation,2021,Towards integrated tactile sensorimotor control in anthropomorphic soft robotic hands,,,
361,IEEE International Conference on Robotics and Automation,2021,An efficient approach to closed-loop shape control of deformable objects using finite element models,,,
362,IEEE International Conference on Robotics and Automation,2021,Learning Stable Normalizing-Flow Control for Robotic Manipulation,,,
363,IEEE International Conference on Robotics and Automation,2021,Model Predictive Robot-Environment Interaction Control for Mobile Manipulation Tasks,,,
364,IEEE International Conference on Robotics and Automation,2021,Surgical Gesture Recognition Based on Bidirectional Multi-Layer Independently RNN with Explainable Spatial Feature Extraction,,,
365,IEEE International Conference on Robotics and Automation,2021,What data do we need for training an AV motion planner?,,,
366,IEEE International Conference on Robotics and Automation,2021,Learn to Path: Using neural networks to predict Dubins path characteristics for aerial vehicles in wind,,,
367,IEEE International Conference on Robotics and Automation,2021,Automated Generation of Robot Trajectories for Assembly Processes Requiring Only Sparse Manual Input,,,
368,IEEE International Conference on Robotics and Automation,2021,Benchmarking Real-Time Capabilities of ROS 2 and OROCOS for Robotics Applications,,,
369,IEEE International Conference on Robotics and Automation,2021,The KIT Gripper: A Multi-Functional Gripper for Disassembly Tasks,,,
370,IEEE International Conference on Robotics and Automation,2021,In-Process Workpiece Geometry Estimation for Robotic Arc Welding based on Supervised Learning for Multi-Sensor Inputs,,,
371,IEEE International Conference on Robotics and Automation,2021,Context-Dependent Anomaly Detection for Low Altitude Traffic Surveillance,,,
372,IEEE International Conference on Robotics and Automation,2021,Autonomous Flying into Buildings in a Firefighting Scenario,,,
373,IEEE International Conference on Robotics and Automation,2021,Polyhedral Friction Cone Estimator for Object Manipulation,,,
374,IEEE International Conference on Robotics and Automation,2021,Interpretability in Contact-Rich Manipulation via Kinodynamic Images,,,
375,IEEE International Conference on Robotics and Automation,2021,Model-Free Reinforcement Learning for Stochastic Games with Linear Temporal Logic Objectives,,,
376,IEEE International Conference on Robotics and Automation,2021,Secure Planning Against Stealthy Attacks via Model-Free Reinforcement Learning,,,
377,IEEE International Conference on Robotics and Automation,2021,Hierarchies of Planning and Reinforcement Learning for Robot Navigation,,,
378,IEEE International Conference on Robotics and Automation,2021,A Laser-based Dual-arm System for Precise Control of Collaborative Robots,,,
379,IEEE International Conference on Robotics and Automation,2021,Near-Optimal Multi-Robot Motion Planning with Finite Sampling,,,
380,IEEE International Conference on Robotics and Automation,2021,Whole-Body Real-Time Motion Planning for Multicopters,,,
381,IEEE International Conference on Robotics and Automation,2021,Collision-Free MPC for Legged Robots in Static and Dynamic Scenes,,,
382,IEEE International Conference on Robotics and Automation,2021,Obstacle Avoidance with Kinetic Energy Buffer,,,
383,IEEE International Conference on Robotics and Automation,2021,"Learning from Simulation, Racing in Reality",,,
384,IEEE International Conference on Robotics and Automation,2021,Equality Constrained Differential Dynamic Programming,,,
385,IEEE International Conference on Robotics and Automation,2021,Unsupervised Motion Estimation of Vehicles Using ICP,,,
386,IEEE International Conference on Robotics and Automation,2021,CNN-based Ego-Motion Estimation for Fast MAV Maneuvers,,,
387,IEEE International Conference on Robotics and Automation,2021,Mid-Air Range-Visual-Inertial Estimator Initialization for Micro Air Vehicles,,,
388,IEEE International Conference on Robotics and Automation,2021,Pose Estimation for Vehicle-mounted Cameras via Horizontal and Vertical Planes,,,
389,IEEE International Conference on Robotics and Automation,2021,Dynamic Occupancy Grid Mapping with Recurrent Neural Networks,,,
390,IEEE International Conference on Robotics and Automation,2021,Automatic Mapping of Tailored Landmark Representations for Automated Driving and Map Learning,,,
391,IEEE International Conference on Robotics and Automation,2021,Lightweight Semantic Mesh Mapping for Autonomous Vehicles,,,
392,IEEE International Conference on Robotics and Automation,2021,LatentSLAM: unsupervised multi-sensor representation learning for localization and mapping,,,
393,IEEE International Conference on Robotics and Automation,2021,Robot in a China Shop: Using Reinforcement Learning for Location-Specific Navigation Behaviour,,,
394,IEEE International Conference on Robotics and Automation,2021,Model Identification of a Small Fully-Actuated Aquatic Surface Vehicle Using a Long Short-Term Memory Neural Network,,,
395,IEEE International Conference on Robotics and Automation,2021,Real-Time Trajectory Adaptation for Quadrupedal Locomotion using Deep Reinforcement Learning,,,
396,IEEE International Conference on Robotics and Automation,2021,Robust Iterative Learning Control for Pneumatic Muscle with State Constraint and Model Uncertainty,,,
397,IEEE International Conference on Robotics and Automation,2021,NDT-Transformer: Large-Scale 3D Point Cloud Localisation using the Normal Distribution Transform Representation,,,
398,IEEE International Conference on Robotics and Automation,2021,Implementation of a Reactive Walking Controller for the New Open-Hardware Quadruped Solo-12,,,
399,IEEE International Conference on Robotics and Automation,2021,Imitation Learning from MPC for Quadrupedal Multi-Gait Control,,,
400,IEEE International Conference on Robotics and Automation,2021,Comparison of predictive controllers for locomotion and balance recovery of quadruped robots,,,
401,IEEE International Conference on Robotics and Automation,2021,Locomotion Adaptation in Heavy Payload Transportation Tasks with the Quadruped Robot CENTAURO,,,
402,IEEE International Conference on Robotics and Automation,2021,Efficient Self-Supervised Data Collection for Offline Robot Learning,,,
403,IEEE International Conference on Robotics and Automation,2021,"Active Inference for Integrated State-Estimation, Control, and Learning",,,
404,IEEE International Conference on Robotics and Automation,2021,Robot Program Parameter Inference via Differentiable Shadow Program Inversion,,,
405,IEEE International Conference on Robotics and Automation,2021,A Fully Spiking Neural Control System Based on Cerebellar Predictive Learning for Sensor-Guided Robots,,,
406,IEEE International Conference on Robotics and Automation,2021,Learning to steer a locomotion contact planner,,,
407,IEEE International Conference on Robotics and Automation,2021,Learning Shape Control of Elastoplastic Deformable Linear Objects,,,
408,IEEE International Conference on Robotics and Automation,2021,Precise Jump Planning using Centroidal Dynamics based Bilevel Optimization,,,
409,IEEE International Conference on Robotics and Automation,2021,DeepWalk: Omnidirectional Bipedal Gait by Deep Reinforcement Learning,,,
410,IEEE International Conference on Robotics and Automation,2021,ULT-model: Towards a one-legged unified locomotion template model for forward hopping with an upright trunk,,,
411,IEEE International Conference on Robotics and Automation,2021,Nonlinear stiffness allows passive dynamic hopping for one-legged robots with an upright trunk,,,
412,IEEE International Conference on Robotics and Automation,2021,Task Planning with a Weighted Functional Object-Oriented Network,,,
413,IEEE International Conference on Robotics and Automation,2021,Towards providing explanations for robot motion planning,,,
414,IEEE International Conference on Robotics and Automation,2021,Engagement Estimation During Child Robot Interaction Using Deep Convolutional Networks Focusing on ASD Children,,,
415,IEEE International Conference on Robotics and Automation,2021,Ergodic imitation: Learning from what to do and what not to do,,,
416,IEEE International Conference on Robotics and Automation,2021,Imitation Learning with Inconsistent Demonstrations through Uncertainty-based Data Manipulation,,,
417,IEEE International Conference on Robotics and Automation,2021,Learning Motor Resonance in Human-Human and Human-Robot Interaction with Coupled Dynamical Systems,,,
418,IEEE International Conference on Robotics and Automation,2021,Interpreting Contact Interactions to Overcome Failure in Robot Assembly Tasks,,,
419,IEEE International Conference on Robotics and Automation,2021,Real-time Surgical Environment Enhancement for Robot-Assisted Minimally Invasive Surgery Based on Super-Resolution,,,
420,IEEE International Conference on Robotics and Automation,2021,Composing HARMONI: An Open-source Tool for Human and Robot Modular OpeN Interaction,,,
421,IEEE International Conference on Robotics and Automation,2021,Robot Interaction Studio: A Platform for Unsupervised HRI,,,
422,IEEE International Conference on Robotics and Automation,2021,Which gesture generator performs better?,,,
423,IEEE International Conference on Robotics and Automation,2021,Robot-supervised Learning of Crop Row Segmentation,,,
424,IEEE International Conference on Robotics and Automation,2021,Neural Network Controller for Autonomous Pile Loading Revised,,,
425,IEEE International Conference on Robotics and Automation,2021,Deep Reinforcement Learning for Concentric Tube Robot Control with a Goal-Based Curriculum,,,
426,IEEE International Conference on Robotics and Automation,2021,Optimized 3D path planner for steerable catheters with deductive reasoning,,,
427,IEEE International Conference on Robotics and Automation,2021,Robotic Electrospinning Actuated by Non-Circular Joint Continuum Manipulator for Endoluminal Therapy,,,
428,IEEE International Conference on Robotics and Automation,2021,Distributed Full-Consensus Control of Multi-Robot Systems with Range and Field-of-View Constraints,,,
429,IEEE International Conference on Robotics and Automation,2021,Scalable Recursive Distributed Collaborative State Estimation for Aided Inertial Navigation,,,
430,IEEE International Conference on Robotics and Automation,2021,Distributed Multi-Target Tracking in Camera Networks,,,
431,IEEE International Conference on Robotics and Automation,2021,GenGrid: A Generalised Distributed Experimental Environmental Grid for Swarm Robotics,,,
432,IEEE International Conference on Robotics and Automation,2021,Robot-Safe Impacts with Soft Contacts Based on Learned Deformations,,,
433,IEEE International Conference on Robotics and Automation,2021,Contact Forces Preintegration for Estimation in Legged Robotics using Factor Graphs,,,
434,IEEE International Conference on Robotics and Automation,2021,Amortized Q-learning with Model-based Action Proposals for Autonomous Driving on Highways,,,
435,IEEE International Conference on Robotics and Automation,2021,Decision Making for Autonomous Driving via Augmented Adversarial Inverse Reinforcement Learning,,,
436,IEEE International Conference on Robotics and Automation,2021,Interpretable Goal-based Prediction and Planning for Autonomous Driving,,,
437,IEEE International Conference on Robotics and Automation,2021,Encoding Human Driving Styles in Motion Planning for Autonomous Vehicles,,,
438,IEEE International Conference on Robotics and Automation,2021,Spherical Multi-Modal Place Recognition for Heterogeneous Sensor Systems,,,
439,IEEE International Conference on Robotics and Automation,2021,A Direct Collocation method for optimization of EMG-driven wrist muscle musculoskeletal model,,,
440,IEEE International Conference on Robotics and Automation,2021,Practical and Accurate Generation of Energy-Optimal Trajectories for a Planar Quadrotor,,,
441,IEEE International Conference on Robotics and Automation,2021,Optimization-based Trajectory Planning for Tethered Aerial Robots,,,
442,IEEE International Conference on Robotics and Automation,2021,Grasp Analysis and Manipulation Kinematics for Isoperimetric Truss Robots,,,
443,IEEE International Conference on Robotics and Automation,2021,Improving Grasp Classification through Spatial Metrics Available from Sensors,,,
444,IEEE International Conference on Robotics and Automation,2021,Assistive supernumerary grasping with the back of the hand,,,
445,IEEE International Conference on Robotics and Automation,2021,MCMC Occupancy Grid Mapping with a Data-Driven Patch Prior,,,
446,IEEE International Conference on Robotics and Automation,2021,Shape-Based Transfer of Generic Skills,,,
447,IEEE International Conference on Robotics and Automation,2021,Safety Uncertainty in Control Barrier Functions using Gaussian Processes,,,
448,IEEE International Conference on Robotics and Automation,2021,Object Rearrangement Using Learned Implicit Collision Functions,,,
449,IEEE International Conference on Robotics and Automation,2021,Visual-Laser-Inertial SLAM Using a Compact 3D Scanner for Confined Space,,,
450,IEEE International Conference on Robotics and Automation,2021,Efficient Multi-sensor Aided Inertial Navigation with Online Calibration,,,
451,IEEE International Conference on Robotics and Automation,2021,Robust Monocular Visual-Inertial Depth Completion for Embedded Systems,,,
452,IEEE International Conference on Robotics and Automation,2021,Simultaneous Estimation and Modeling of Robotic Systems with Non-Gaussian State Belief,,,
453,IEEE International Conference on Robotics and Automation,2021,Efficient Online Calibration for Autonomous Vehicle?™s Longitudinal Dynamical System: A Gaussian Model Approach,,,
454,IEEE International Conference on Robotics and Automation,2021,Fuzzing Mobile Robot Environments for Fast Automated Crash Detection,,,
455,IEEE International Conference on Robotics and Automation,2021,Optimal Estimation of the Centroidal Dynamics of Legged Robots,,,
456,IEEE International Conference on Robotics and Automation,2021,A Unified Optimization Framework and New Set of Performance Metrics for Robot Leg Design,,,
457,IEEE International Conference on Robotics and Automation,2021,A Novel Model Predictive Control Framework Using Dynamic Model Decomposition Applied to Dynamic Legged Locomotion,,,
458,IEEE International Conference on Robotics and Automation,2021,Generating Continuous Motion and Force Plans in Real-Time for Legged Mobile Manipulation,,,
459,IEEE International Conference on Robotics and Automation,2021,Robots of the Lost Arc: Self-Supervised Learning to Dynamically Manipulate Fixed-Endpoint Cables,,,
460,IEEE International Conference on Robotics and Automation,2021,"Learning to Rearrange Deformable Cables, Fabrics, and Bags with Goal-Conditioned Transporter Networks",,,
461,IEEE International Conference on Robotics and Automation,2021,A Joint Network for Grasp Detection Conditioned on Natural Language Commands,,,
462,IEEE International Conference on Robotics and Automation,2021,ReLMoGen: Integrating Motion Generation in Reinforcement Learning for Mobile Manipulation,,,
463,IEEE International Conference on Robotics and Automation,2021,Efficient Reachability Analysis of Closed-Loop Systems with Neural Network Controllers,,,
464,IEEE International Conference on Robotics and Automation,2021,Motion Planning and Feedback Control for Bipedal Robots Riding a Snakeboard,,,
465,IEEE International Conference on Robotics and Automation,2021,Global Position Control on Underactuated Bipedal Robots: Step-to-step Dynamics Approximation for Step Planning,,,
466,IEEE International Conference on Robotics and Automation,2021,One-Step Ahead Prediction of Angular Momentum about the Contact Point for Control of Bipedal Locomotion: Validation in a LIP-inspired Controller,,,
467,IEEE International Conference on Robotics and Automation,2021,Hybrid Sampling/Optimization-based Planning for Agile Jumping Robots on Challenging Terrains,,,
468,IEEE International Conference on Robotics and Automation,2021,Investigation of Unmanned Aerial Vehicle Gesture Perceptibility and Impact of Viewpoint Variance,,,
469,IEEE International Conference on Robotics and Automation,2021,Watch Where You?™re Going! Gaze and Head Orientation as Predictors for Social Robot Navigation,,,
470,IEEE International Conference on Robotics and Automation,2021,Can a Robot Trust You? : A DRL-Based Approach to Trust-Driven Human-Guided Navigation,,,
471,IEEE International Conference on Robotics and Automation,2021,Mesh Based Analysis of Low Fractal Dimension Reinforcement Learning Policies,,,
472,IEEE International Conference on Robotics and Automation,2021,Design and Validation of a Novel Exoskeleton Hand Interface: The Eminence Grip,,,
473,IEEE International Conference on Robotics and Automation,2021,Active Telepresence Assistance for Supervisory Control: A User Study with a Multi-Camera Tele-Nursing Robot,,,
474,IEEE International Conference on Robotics and Automation,2021,Force-Sensing Tensegrity for Investigating Physical Human-Robot Interaction in Compliant Robotic Systems,,,
475,IEEE International Conference on Robotics and Automation,2021,Risk-Aware Decision Making for Service Robots to Minimize Risk of Patient Falls in Hospitals,,,
476,IEEE International Conference on Robotics and Automation,2021,Haptic Feedback Improves Human-Robot Agreement and User Satisfaction in Shared-Autonomy Teleoperation,,,
477,IEEE International Conference on Robotics and Automation,2021,Environment Reconfiguration Planning for Autonomous Robotic Manipulation to overcome Mobility Constraints,,,
478,IEEE International Conference on Robotics and Automation,2021,Adaptive Sampling using POMDPs with Domain-Specific Considerations,,,
479,IEEE International Conference on Robotics and Automation,2021,Human Arm Stability in Relation to Damping-Defined Mechanical Environments in Physical Interaction with a Robotic Arm,,,
480,IEEE International Conference on Robotics and Automation,2021,Conditioning Style on Substance: Plans for Narrative Observation,,,
481,IEEE International Conference on Robotics and Automation,2021,DeepQ Stepper: A framework for reactive dynamic walking on uneven terrain,,,
482,IEEE International Conference on Robotics and Automation,2021,Wetland Soil Strength Tester and Core Sampler Using a Drone,,,
483,IEEE International Conference on Robotics and Automation,2021,Backstepping and Sliding Mode Control for AUVs Aided with Bioinspired Neurodynamics,,,
484,IEEE International Conference on Robotics and Automation,2021,Learning-based Inverse Kinematics from Shape as Input for Concentric Tube Continuum Robots,,,
485,IEEE International Conference on Robotics and Automation,2021,Using Euler Curves to Model Continuum Robots,,,
486,IEEE International Conference on Robotics and Automation,2021,Data-driven Actuator Selection for Artificial Muscle-Powered Robots,,,
487,IEEE International Conference on Robotics and Automation,2021,EMG-Based Neural Network Model of Human Arm Dynamics in a Haptic Training Simulator of Sinus Endoscopy,,,
488,IEEE International Conference on Robotics and Automation,2021,Multimodal dynamics modeling for off-road autonomous vehicles,,,
489,IEEE International Conference on Robotics and Automation,2021,An Anytime Algorithm for Chance Constrained Stochastic Shortest Path Problems and Its Application to Aircraft Routing,,,
490,IEEE International Conference on Robotics and Automation,2021,An Intention Guided Hierarchical Framework for Trajectory-based Teleoperation of Mobile Robots,,,
491,IEEE International Conference on Robotics and Automation,2021,Accelerating combinatorial filter reduction through constraints,,,
492,IEEE International Conference on Robotics and Automation,2021,MorphEyes: Variable Baseline Stereo For Quadrotor Navigation,,,
493,IEEE International Conference on Robotics and Automation,2021,A Drive-through Recharging Strategy for a Quadrotor,,,
494,IEEE International Conference on Robotics and Automation,2021,Continuous-time State & Dynamics Estimation using a Pseudo-Spectral Parameterization,,,
495,IEEE International Conference on Robotics and Automation,2021,Active Bayesian Multi-class Mapping from Range and Semantic Segmentation Observations,,,
496,IEEE International Conference on Robotics and Automation,2021,Attention-Based Probabilistic Planning with Active Perception,,,
497,IEEE International Conference on Robotics and Automation,2021,Search-based Planning for Active Sensing in Goal-Directed Coverage Tasks,,,
498,IEEE International Conference on Robotics and Automation,2021,Docking and Undocking a Modular Underactuated Oscillating Swimming Robot,,,
499,IEEE International Conference on Robotics and Automation,2021,Predictive 3D Sonar Mapping of Underwater Environments via Object-specific Bayesian Inference,,,
500,IEEE International Conference on Robotics and Automation,2021,Self-Organized Evasive Fountain Maneuvers with a Bioinspired Underwater Robot Collective,,,
501,IEEE International Conference on Robotics and Automation,2021,Mass Estimation of a Moving Object Through Minimal Manipulation Interaction,,,
502,IEEE International Conference on Robotics and Automation,2021,GelSight Wedge: Measuring High-Resolution 3D Contact Geometry with a Compact Robot Finger,,,
503,IEEE International Conference on Robotics and Automation,2021,Identifying External Contacts from Joint Torque Measurements on Serial Robotic Arms and Its Limitations,,,
504,IEEE International Conference on Robotics and Automation,2021,Contact Mode Guided Sampling-Based Planning for Quasistatic Dexterous Manipulation in 2D,,,
505,IEEE International Conference on Robotics and Automation,2021,kPAM-SC: Generalizable Manipulation Planning using KeyPoint Affordance and Shape Completion,,,
506,IEEE International Conference on Robotics and Automation,2021,Alternative Paths Planner (APP) for Provably Fixed-time Manipulation Planning in Semi-structured Environments,,,
507,IEEE International Conference on Robotics and Automation,2021,Hierarchical Planning for Long-Horizon Manipulation with Geometric and Symbolic Scene Graphs,,,
508,IEEE International Conference on Robotics and Automation,2021,Contact Localization for Robot Arms in Motion without Torque Sensing,,,
509,IEEE International Conference on Robotics and Automation,2021,Semi-Infinite Programming with Complementarity Constraints for Pose Optimization with Pervasive Contact,,,
510,IEEE International Conference on Robotics and Automation,2021,Finite-Horizon Synthesis for Probabilistic Manipulation Domains,,,
511,IEEE International Conference on Robotics and Automation,2021,IKEA Furniture Assembly Environment for Long-Horizon Complex Manipulation Tasks,,,
512,IEEE International Conference on Robotics and Automation,2021,Learning Dexterous Grasping with Object-Centric Visual Affordances,,,
513,IEEE International Conference on Robotics and Automation,2021,Learning Collaborative Pushing and Grasping Policies in Dense Clutter,,,
514,IEEE International Conference on Robotics and Automation,2021,Grasping with Chopsticks: Combating Covariate Shift in Model-free Imitation Learning for Fine Manipulation,,,
515,IEEE International Conference on Robotics and Automation,2021,Learning Task-Oriented Dexterous Grasping from Human Knowledge,,,
516,IEEE International Conference on Robotics and Automation,2021,Feedback Linearization for Quadrotors with a Learned Acceleration Error Model,,,
517,IEEE International Conference on Robotics and Automation,2021,Cirrus: A Long-range Bi-pattern LiDAR Dataset,,,
518,IEEE International Conference on Robotics and Automation,2021,Airflow-Inertial Odometry for Resilient State Estimation on Multirotors,,,
519,IEEE International Conference on Robotics and Automation,2021,?-LSAM: LiDAR Smoothing and Mapping With Planes,,,
520,IEEE International Conference on Robotics and Automation,2021,Robust Place Recognition using an Imaging Lidar,,,
521,IEEE International Conference on Robotics and Automation,2021,High-Speed Robot Navigation using Predicted Occupancy Maps,,,
522,IEEE International Conference on Robotics and Automation,2021,The Fluid Field SLIP Model: Terrestrial-Aquatic Dynamic Legged Locomotion,,,
523,IEEE International Conference on Robotics and Automation,2021,Dynamics Randomization Revisited: A Case Study for Quadrupedal Locomotion,,,
524,IEEE International Conference on Robotics and Automation,2021,Learning Multimodal Contact-Rich Skills from Demonstrations Without Reward Engineering,,,
525,IEEE International Conference on Robotics and Automation,2021,DIPN: Deep Interaction Prediction Network with Application to Clutter Removal,,,
526,IEEE International Conference on Robotics and Automation,2021,Learning Sampling Distributions Using Local 3D Workspace Decompositions for Motion Planning in High Dimensions,,,
527,IEEE International Conference on Robotics and Automation,2021,Learning and Planning for Temporally Extended Tasks in Unknown Environments,,,
528,IEEE International Conference on Robotics and Automation,2021,Behavior Tree Learning for Robotic Task Planning through Monte Carlo DAG Search over a Formal Grammar,,,
529,IEEE International Conference on Robotics and Automation,2021,Improving Off-road Planning Techniques with Learned Costs from Physical Interactions,,,
530,IEEE International Conference on Robotics and Automation,2021,A Comparison Between Joint Space and Task Space Mappings for Dynamic Teleoperation of an Anthropomorphic Robotic Arm in Reaction Tests,,,
531,IEEE International Conference on Robotics and Automation,2021,Identifying Driver Interactions via Conditional Behavior Prediction,,,
532,IEEE International Conference on Robotics and Automation,2021,Autonomous Robotic Escort Incorporating Motion Prediction and Human Intention,,,
533,IEEE International Conference on Robotics and Automation,2021,Two-Stage Clustering of Human Preferences for Action Prediction in Assembly Tasks,,,
534,IEEE International Conference on Robotics and Automation,2021,Dynamically Switching Human Prediction Models for Efficient Planning,,,
535,IEEE International Conference on Robotics and Automation,2021,Temporal Anticipation and Adaptation Methods for Fluent Human-Robot Teaming,,,
536,IEEE International Conference on Robotics and Automation,2021,Robust Planning with Emergent Human-like Behavior for Agents Traveling in Groups,,,
537,IEEE International Conference on Robotics and Automation,2021,Order Matters: Generating Progressive Explanations for Planning Tasks in Human-Robot Teaming,,,
538,IEEE International Conference on Robotics and Automation,2021,Learning from Demonstration for Real-Time User Goal Prediction and Shared Assistive Control,,,
539,IEEE International Conference on Robotics and Automation,2021,Reaching Pruning Locations in a Vine Using a Deep Reinforcement Learning Policy,,,
540,IEEE International Conference on Robotics and Automation,2021,A Generative Model-Based Predictive Display for Robotic Teleoperation,,,
541,IEEE International Conference on Robotics and Automation,2021,A Robot Walks into a Bar: Automatic Robot Joke Success Assessment,,,
542,IEEE International Conference on Robotics and Automation,2021,Detecting and Counting Oysters,,,
543,IEEE International Conference on Robotics and Automation,2021,Autonomous Distributed 3D Radiation Field Estimation for Nuclear Environment Characterization,,,
544,IEEE International Conference on Robotics and Automation,2021,Locomotion and Control of a Friction-Driven Tripedal Robot,,,
545,IEEE International Conference on Robotics and Automation,2021,Design Considerations for a Steerable Needle Robot to Maximize Reachable Lung Volume,,,
546,IEEE International Conference on Robotics and Automation,2021,Nth Order Analytical Time Derivatives of Inverse Dynamics in Recursive and Closed Forms,,,
547,IEEE International Conference on Robotics and Automation,2021,Efficient Configuration Exploration in Inverse Dynamics Acquisition of Robotic Manipulators,,,
548,IEEE International Conference on Robotics and Automation,2021,SelfDeco: Self-Supervised Monocular Depth Completion in Challenging Indoor Environments,,,
549,IEEE International Conference on Robotics and Automation,2021,"Detect, Reject, Correct: Crossmodal Compensation of Corrupted Sensors",,,
550,IEEE International Conference on Robotics and Automation,2021,Advanced Sensing Development to Support Robot Accuracy Assessment and Improvement,,,
551,IEEE International Conference on Robotics and Automation,2021,Robotic Grasping of Fully-Occluded Objects using RF Perception,,,
552,IEEE International Conference on Robotics and Automation,2021,A Simulation-Based Grasp Planner for Enabling Robotic Grasping during Composite Sheet Layup,,,
553,IEEE International Conference on Robotics and Automation,2021,Collision-free vector field guidance and MPC for a fixed-wing UAV,,,
554,IEEE International Conference on Robotics and Automation,2021,"Toward Impact-resilient Quadrotor Design, Collision Characterization and Recovery Control to Sustain Flight after Collisions",,,
555,IEEE International Conference on Robotics and Automation,2021,Soft Hybrid Aerial Vehicle via Bistable Mechanism,,,
556,IEEE International Conference on Robotics and Automation,2021,"H-ModQuad: Modular Multi-Rotors with 4, 5, and 6 Controllable DOF",,,
557,IEEE International Conference on Robotics and Automation,2021,Robust Adaptive Synchronization of Interconnected Heterogeneous Quadrotors Transporting a Cable-Suspended Load,,,
558,IEEE International Conference on Robotics and Automation,2021,Adaptive Failure Search Using Critical States from Domain Experts,,,
559,IEEE International Conference on Robotics and Automation,2021,Policy Transfer via Kinematic Domain Randomization and Adaptation,,,
560,IEEE International Conference on Robotics and Automation,2021,Uniform Complete Observability of Mass and Rotational Inertial Parameters in Adaptive Identification of Rigid-Body Plant Dynamics,,,
561,IEEE International Conference on Robotics and Automation,2021,Assumption Monitoring Using Runtime Verification for UAV Temporal Task Plan Executions,,,
562,IEEE International Conference on Robotics and Automation,2021,Scalable POMDP Decision-Making Using Circulant Controllers,,,
